cls,file,cx,cy,side,found,region_px
Bonafide,20518.png,509.6,562.4,715.2,True,929
Bonafide,20522.png,500.0,559.2,683.2,True,888
Bonafide,20546.png,504.8,570.4,699.2,True,908
Bonafide,20550.png,497.6,548.8,736.0,True,956
Bonafide,20558.png,505.6,558.4,630.4,True,819
Bonafide,20596.png,516.0,549.6,648.0,True,842
Bonafide,20613.png,515.2,561.6,768.0,True,998
Bonafide,20632.png,512.0,556.8,665.6,True,865
Bonafide,20645.png,519.2,568.8,708.8,True,921
Bonafide,20652.png,496.8,551.2,664.0,True,863
Bonafide,20667.png,497.6,600.0,678.4,True,881
Bonafide,20672.png,526.4,550.4,662.4,True,861
Bonafide,20683.png,502.4,571.2,656.0,True,852
Bonafide,20710.png,496.8,580.0,692.8,True,900
Bonafide,20749.png,528.0,572.8,595.2,True,773
Bonafide,20818.png,510.4,547.2,710.4,True,923
Bonafide,20849.png,514.4,557.6,664.0,True,863
Bonafide,20860.png,532.8,563.2,604.8,True,786
Bonafide,20864.png,510.4,555.2,640.0,True,832
Bonafide,20877.png,509.6,557.6,651.2,True,846
Bonafide,20878.png,516.0,548.0,715.2,True,929
Bonafide,20891.png,516.0,544.8,644.8,True,838
Bonafide,20899.png,513.6,560.0,636.8,True,827
Bonafide,20901.png,531.2,593.6,694.4,True,902
Bonafide,20906.png,504.0,577.6,707.2,True,919
Bonafide,20910.png,495.2,556.0,632.0,True,821
Bonafide,20914.png,528.8,552.8,648.0,True,842
Bonafide,20915.png,522.4,549.6,622.4,True,809
Bonafide,20943.png,510.4,540.8,688.0,True,894
Bonafide,20979.png,510.4,563.2,652.8,True,848
Bonafide,20986.png,517.6,556.0,728.0,True,946
Bonafide,20987.png,534.4,556.8,659.2,True,856
Bonafide,20988.png,510.4,550.4,758.4,True,985
Bonafide,20999.png,535.2,575.2,699.2,True,908
Bonafide,21029.png,507.2,582.4,646.4,True,840
Bonafide,21031.png,506.4,536.8,670.4,True,871
Bonafide,21102.png,515.2,574.4,652.8,True,848
Bonafide,21127.png,500.0,557.6,612.8,True,796
Bonafide,21128.png,142.4,244.8,188.8,True,245
Bonafide,21131.png,507.2,572.8,665.6,True,865
Bonafide,21132.png,518.4,582.4,668.8,True,869
Bonafide,21152.png,531.2,558.4,636.8,True,827
Bonafide,21168.png,512.8,554.4,670.4,True,871
Bonafide,21180.png,513.6,547.2,774.4,True,1006
Bonafide,21186.png,513.6,556.8,656.0,True,852
Bonafide,21242.png,520.8,565.6,660.8,True,859
Bonafide,21251.png,525.6,554.4,622.4,True,809
Bonafide,21271.png,515.2,540.8,662.4,True,861
Bonafide,21288.png,523.2,555.2,681.6,True,886
Bonafide,21294.png,523.2,545.6,665.6,True,865
Bonafide,21314.png,514.4,565.6,657.6,True,854
Bonafide,21319.png,511.2,559.2,737.6,True,958
Bonafide,21322.png,513.6,574.4,732.8,True,952
Bonafide,21326.png,512.0,553.6,704.0,True,915
Bonafide,21327.png,502.4,552.0,614.4,True,798
Bonafide,21339.png,508.0,554.4,670.4,True,871
Bonafide,21370.png,510.4,566.4,668.8,True,869
Bonafide,21396.png,514.4,559.2,673.6,True,875
Bonafide,21463.png,505.6,561.6,665.6,True,865
Bonafide,21475.png,516.0,564.0,696.0,True,904
Bonafide,21476.png,523.2,590.4,713.6,True,927
Bonafide,21485.png,516.0,548.0,616.0,True,800
Bonafide,21500.png,532.0,583.2,680.0,True,884
Bonafide,21507.png,515.2,556.8,585.6,True,761
Bonafide,21508.png,512.0,552.0,752.0,True,977
Bonafide,21526.png,515.2,568.0,678.4,True,881
Bonafide,21536.png,510.4,574.4,688.0,True,894
Bonafide,21545.png,511.2,570.4,705.6,True,917
Bonafide,21550.png,518.4,564.8,688.0,True,894
Bonafide,21580.png,528.0,566.4,736.0,True,956
Bonafide,21592.png,508.8,548.8,624.0,True,811
Bonafide,21598.png,508.8,552.0,684.8,True,890
Bonafide,21610.png,516.8,580.8,617.6,True,802
Bonafide,21637.png,513.6,569.6,697.6,True,906
Bonafide,21640.png,525.6,530.4,683.2,True,888
Bonafide,21645.png,502.4,555.2,764.8,True,994
Bonafide,21651.png,514.4,570.4,686.4,True,892
Bonafide,21662.png,525.6,565.6,737.6,True,958
Bonafide,21677.png,525.6,565.6,667.2,True,867
Bonafide,21678.png,513.6,561.6,694.4,True,902
Bonafide,21729.png,504.8,543.2,644.8,True,838
Bonafide,21739.png,499.2,553.6,569.6,True,740
Bonafide,21743.png,516.8,569.6,707.2,True,919
Bonafide,21779.png,521.6,560.0,704.0,True,915
Bonafide,21785.png,513.6,563.2,636.8,True,827
Bonafide,21790.png,517.6,552.8,664.0,True,863
Bonafide,21811.png,514.4,578.4,702.4,True,913
Bonafide,21812.png,513.6,568.0,691.2,True,898
Bonafide,21819.png,508.0,576.8,622.4,True,809
Bonafide,21832.png,505.6,571.2,732.8,True,952
Bonafide,21870.png,508.0,572.0,622.4,True,809
Bonafide,21885.png,525.6,557.6,683.2,True,888
Bonafide,21918.png,513.6,544.0,601.6,True,782
Bonafide,21919.png,518.4,553.6,704.0,True,915
Bonafide,21941.png,512.0,545.6,576.0,True,748
Bonafide,21955.png,508.0,560.8,724.8,True,942
Bonafide,21964.png,506.4,568.8,676.8,True,879
Bonafide,21975.png,516.0,552.8,715.2,True,929
Bonafide,21989.png,504.8,552.8,584.0,True,759
Bonafide,21993.png,522.4,556.0,692.8,True,900
Bonafide,22004.png,508.8,555.2,617.6,True,802
Bonafide,22025.png,516.0,549.6,708.8,True,921
Bonafide,22035.png,514.4,554.4,660.8,True,859
Bonafide,22049.png,526.4,553.6,611.2,True,794
Bonafide,22076.png,504.0,550.4,630.4,True,819
Bonafide,22077.png,515.2,552.0,652.8,True,848
Bonafide,22078.png,512.8,549.6,702.4,True,913
Bonafide,22098.png,515.2,561.6,662.4,True,861
Bonafide,22115.png,515.2,564.8,672.0,True,873
Bonafide,22120.png,521.6,568.0,678.4,True,881
Bonafide,22125.png,500.0,556.0,744.0,True,967
Bonafide,22134.png,512.0,552.0,633.6,True,823
Bonafide,22135.png,520.0,582.4,758.4,True,985
Bonafide,22152.png,506.4,564.0,680.0,True,884
Bonafide,22191.png,507.2,552.0,627.2,True,815
Bonafide,22203.png,514.4,557.6,702.4,True,913
Bonafide,22231.png,512.8,543.2,664.0,True,863
Bonafide,22238.png,505.6,550.4,656.0,True,852
Bonafide,22266.png,504.0,574.4,764.8,True,994
Bonafide,22289.png,507.2,537.6,688.0,True,894
Bonafide,22307.png,505.6,571.2,652.8,True,848
Bonafide,22322.png,531.2,528.0,601.6,True,782
Bonafide,22336.png,507.2,576.0,707.2,True,919
Bonafide,22340.png,508.8,558.4,656.0,True,852
Bonafide,22385.png,510.4,550.4,633.6,True,823
Bonafide,22386.png,507.2,556.8,688.0,True,894
Bonafide,22395.png,506.4,552.8,702.4,True,913
Bonafide,22437.png,511.2,583.2,606.4,True,788
Bonafide,22448.png,517.6,573.6,708.8,True,921
Bonafide,22453.png,515.2,552.0,688.0,True,894
Bonafide,22466.png,516.8,571.2,716.8,True,931
Bonafide,22485.png,503.2,554.4,734.4,True,954
Bonafide,22510.png,501.6,557.6,641.6,True,834
Bonafide,22520.png,509.6,559.2,670.4,True,871
Bonafide,22523.png,511.2,570.4,673.6,True,875
Bonafide,22542.png,519.2,551.2,660.8,True,859
Bonafide,22544.png,500.8,556.8,691.2,True,898
Bonafide,22569.png,517.6,583.2,606.4,True,788
Bonafide,22573.png,511.2,576.8,632.0,True,821
Bonafide,22581.png,528.0,563.2,688.0,True,894
Bonafide,22583.png,508.8,545.6,608.0,True,790
Bonafide,22597.png,513.6,536.0,646.4,True,840
Bonafide,22600.png,516.8,542.4,640.0,True,832
Bonafide,22621.png,525.6,576.8,664.0,True,863
Bonafide,22622.png,503.2,568.8,692.8,True,900
Bonafide,22628.png,526.4,574.4,563.2,True,732
Bonafide,22645.png,510.4,548.8,614.4,True,798
Bonafide,22665.png,503.2,533.6,612.8,True,796
Bonafide,22693.png,512.8,548.0,667.2,True,867
Bonafide,22702.png,504.8,559.2,622.4,True,809
Bonafide,22766.png,504.8,546.4,718.4,True,933
Bonafide,22773.png,524.8,550.4,640.0,True,832
Bonafide,22776.png,539.2,542.4,662.4,True,861
Bonafide,22800.png,517.6,576.8,660.8,True,859
Bonafide,22835.png,508.0,564.0,660.8,True,859
Bonafide,22836.png,501.6,559.2,683.2,True,888
Bonafide,22862.png,502.4,556.8,723.2,True,940
Bonafide,22865.png,516.0,567.2,660.8,True,859
Bonafide,22882.png,501.6,589.6,584.0,True,759
Bonafide,22883.png,526.4,571.2,723.2,True,940
Bonafide,22908.png,509.6,554.4,654.4,True,850
Bonafide,22927.png,524.8,563.2,630.4,True,819
Bonafide,22952.png,501.6,548.0,651.2,True,846
Bonafide,22968.png,519.2,556.0,644.8,True,838
Bonafide,23023.png,516.0,568.8,692.8,True,900
Bonafide,23024.png,523.2,569.6,729.6,True,948
Bonafide,23048.png,513.6,553.6,697.6,True,906
Bonafide,23050.png,511.2,540.0,612.8,True,796
Bonafide,23063.png,506.4,583.2,705.6,True,917
Bonafide,23146.png,522.4,560.8,664.0,True,863
Bonafide,23154.png,514.4,556.0,664.0,True,863
Bonafide,23182.png,503.2,578.4,683.2,True,888
Bonafide,23210.png,508.8,552.0,659.2,True,856
Bonafide,23231.png,510.4,555.2,675.2,True,877
Bonafide,23238.png,505.6,563.2,694.4,True,902
Bonafide,23253.png,533.6,536.8,644.8,True,838
Bonafide,23296.png,520.0,561.6,681.6,True,886
Bonafide,23300.png,508.8,550.4,652.8,True,848
Bonafide,23303.png,516.8,566.4,688.0,True,894
Bonafide,23311.png,516.8,542.4,710.4,True,923
Bonafide,23322.png,515.2,550.4,697.6,True,906
Bonafide,23349.png,340.8,572.8,640.0,True,832
Bonafide,23365.png,512.0,552.0,675.2,True,877
Bonafide,23368.png,502.4,571.2,659.2,True,856
Bonafide,23376.png,508.0,544.8,763.2,True,992
Bonafide,23380.png,517.6,562.4,641.6,True,834
Bonafide,23402.png,507.2,553.6,604.8,True,786
Bonafide,23407.png,494.4,568.0,630.4,True,819
Bonafide,23447.png,504.8,580.0,638.4,True,829
Bonafide,23461.png,515.2,550.4,636.8,True,827
Bonafide,23480.png,516.0,549.6,600.0,True,780
Bonafide,23487.png,514.4,559.2,686.4,True,892
Bonafide,23488.png,520.0,537.6,694.4,True,902
Bonafide,23552.png,507.2,566.4,675.2,True,877
Bonafide,23570.png,525.6,575.2,625.6,True,813
Bonafide,23581.png,525.6,580.0,699.2,True,908
Bonafide,23585.png,508.8,564.8,659.2,True,856
Bonafide,23605.png,504.8,570.4,686.4,True,892
Bonafide,23606.png,516.0,575.2,718.4,True,933
Bonafide,23612.png,523.2,568.0,694.4,True,902
Bonafide,23614.png,507.2,558.4,681.6,True,886
Bonafide,23636.png,511.2,544.8,724.8,True,942
Bonafide,23655.png,498.4,559.2,635.2,True,825
Bonafide,23687.png,516.0,541.6,670.4,True,871
Bonafide,23691.png,519.2,549.6,776.0,True,1008
Bonafide,23718.png,500.0,570.4,580.8,True,755
Bonafide,23719.png,504.8,544.8,552.0,True,717
Bonafide,23744.png,498.4,552.8,696.0,True,904
Bonafide,23748.png,512.8,551.2,670.4,True,871
Bonafide,23756.png,520.0,579.2,614.4,True,798
Bonafide,23773.png,511.2,551.2,600.0,True,780
Bonafide,23791.png,524.8,540.8,649.6,True,844
Bonafide,23819.png,496.0,561.6,595.2,True,773
Bonafide,23823.png,506.4,567.2,680.0,True,884
Bonafide,23835.png,508.0,549.6,622.4,True,809
Bonafide,23896.png,502.4,558.4,652.8,True,848
Bonafide,23904.png,507.2,545.6,515.2,True,669
Bonafide,23905.png,510.4,547.2,640.0,True,832
Bonafide,23917.png,521.6,550.4,723.2,True,940
Bonafide,23919.png,507.2,548.8,640.0,True,832
Bonafide,23955.png,524.0,554.4,696.0,True,904
Bonafide,23993.png,508.0,580.0,641.6,True,834
Bonafide,24014.png,503.2,575.2,612.8,True,796
Bonafide,24018.png,516.0,548.0,673.6,True,875
Bonafide,24038.png,504.8,562.4,603.2,True,784
Bonafide,24044.png,517.6,549.6,619.2,True,804
Bonafide,24054.png,526.4,564.8,640.0,True,832
Bonafide,24059.png,509.6,549.6,670.4,True,871
Bonafide,24067.png,513.6,561.6,668.8,True,869
Bonafide,24098.png,504.8,556.0,660.8,True,859
Bonafide,24104.png,516.0,557.6,689.6,True,896
Bonafide,24107.png,500.0,562.4,763.2,True,992
Bonafide,24138.png,518.4,555.2,694.4,True,902
Bonafide,24156.png,504.8,557.6,654.4,True,850
Bonafide,24176.png,508.0,552.8,628.8,True,817
Bonafide,24182.png,504.0,561.6,716.8,True,931
Bonafide,24219.png,512.8,559.2,651.2,True,846
Bonafide,24221.png,509.6,562.4,673.6,True,875
Bonafide,24224.png,506.4,567.2,673.6,True,875
Bonafide,24265.png,512.0,548.8,716.8,True,931
Bonafide,24270.png,509.6,560.8,603.2,True,784
Bonafide,24285.png,516.0,557.6,686.4,True,892
Bonafide,24301.png,507.2,590.4,624.0,True,811
Bonafide,24316.png,519.2,536.8,696.0,True,904
Bonafide,24323.png,512.0,568.0,729.6,True,948
Bonafide,24328.png,504.8,599.2,628.8,True,817
Bonafide,24338.png,521.6,568.0,627.2,True,815
Bonafide,24371.png,525.6,554.4,686.4,True,892
Bonafide,24387.png,512.0,540.8,704.0,True,915
Bonafide,24400.png,524.0,573.6,692.8,True,900
Bonafide,24436.png,516.8,585.6,649.6,True,844
Bonafide,24454.png,524.0,560.8,715.2,True,929
Bonafide,24462.png,515.2,547.2,678.4,True,881
Bonafide,24467.png,512.0,564.8,755.2,True,981
Bonafide,24478.png,508.0,552.8,670.4,True,871
Bonafide,24492.png,501.6,565.6,702.4,True,913
Bonafide,24539.png,505.6,555.2,649.6,True,844
Bonafide,24546.png,522.4,573.6,750.4,True,975
Bonafide,24569.png,496.8,560.8,635.2,True,825
Bonafide,24576.png,507.2,564.8,595.2,True,773
Bonafide,24593.png,531.2,561.6,617.6,True,802
Bonafide,24614.png,518.4,540.8,707.2,True,919
Bonafide,24647.png,527.2,552.8,606.4,True,788
Bonafide,24654.png,511.2,549.6,651.2,True,846
Bonafide,24658.png,515.2,561.6,646.4,True,840
Bonafide,24659.png,509.6,578.4,654.4,True,850
Bonafide,24664.png,528.0,550.4,649.6,True,844
Bonafide,24668.png,522.4,581.6,654.4,True,850
Bonafide,24671.png,521.6,561.6,678.4,True,881
Bonafide,24684.png,519.2,559.2,683.2,True,888
Bonafide,24711.png,520.8,551.2,564.8,True,734
Bonafide,24737.png,516.8,544.0,672.0,True,873
Bonafide,24745.png,500.0,544.8,616.0,True,800
Bonafide,24781.png,516.8,553.6,643.2,True,836
Bonafide,24802.png,508.0,552.8,721.6,True,938
Bonafide,24821.png,522.4,572.0,699.2,True,908
Bonafide,24823.png,512.0,560.0,694.4,True,902
Bonafide,24838.png,516.0,578.4,699.2,True,908
Bonafide,24869.png,514.4,549.6,712.0,True,925
Bonafide,24874.png,516.8,566.4,668.8,True,869
Bonafide,24881.png,516.8,569.6,672.0,True,873
Bonafide,24889.png,521.6,553.6,659.2,True,856
Bonafide,24891.png,512.0,566.4,624.0,True,811
Bonafide,24902.png,514.4,533.6,616.0,True,800
Bonafide,24932.png,501.6,557.6,609.6,True,792
Bonafide,24940.png,514.4,564.0,696.0,True,904
Bonafide,24963.png,518.4,560.0,678.4,True,881
Bonafide,24966.png,503.2,562.4,660.8,True,859
Bonafide,25000.png,505.6,563.2,684.8,True,890
Bonafide,25040.png,519.2,559.2,728.0,True,946
Bonafide,25048.png,496.0,572.8,668.8,True,869
Bonafide,25049.png,514.4,549.6,635.2,True,825
Bonafide,25062.png,513.6,545.6,720.0,True,936
Bonafide,25064.png,526.4,553.6,720.0,True,936
Bonafide,25084.png,524.0,567.2,638.4,True,829
Bonafide,25119.png,515.2,563.2,684.8,True,890
Bonafide,25124.png,523.2,537.6,595.2,True,773
Bonafide,25127.png,511.2,560.8,689.6,True,896
Bonafide,25128.png,512.8,565.6,683.2,True,888
Bonafide,25133.png,514.4,549.6,644.8,True,838
Bonafide,25148.png,527.2,567.2,603.2,True,784
Bonafide,25162.png,514.4,578.4,683.2,True,888
Bonafide,25164.png,511.2,588.0,616.0,True,800
Bonafide,25170.png,512.8,554.4,702.4,True,913
Bonafide,25184.png,507.2,576.0,592.0,True,769
Bonafide,25225.png,513.6,574.4,640.0,True,832
Bonafide,25258.png,530.4,564.0,654.4,True,850
Bonafide,25296.png,517.6,543.2,696.0,True,904
Bonafide,25301.png,515.2,556.8,643.2,True,836
Bonafide,25312.png,512.8,572.0,718.4,True,933
Bonafide,25320.png,496.8,764.0,228.8,True,297
Bonafide,25331.png,503.2,565.6,689.6,True,896
Bonafide,25343.png,516.8,556.8,700.8,True,911
Bonafide,25372.png,524.8,553.6,704.0,True,915
Bonafide,25377.png,505.6,563.2,640.0,True,832
Bonafide,25396.png,519.2,562.4,686.4,True,892
Bonafide,25409.png,523.2,553.6,739.2,True,960
Bonafide,25436.png,505.6,547.2,662.4,True,861
Bonafide,25438.png,516.8,579.2,649.6,True,844
Bonafide,25449.png,503.2,564.0,590.4,True,767
Bonafide,25462.png,521.6,536.0,681.6,True,886
Bonafide,25467.png,522.4,572.0,715.2,True,929
Bonafide,25493.png,503.2,556.0,619.2,True,804
Bonafide,25512.png,511.2,546.4,664.0,True,863
Bonafide,25527.png,526.4,566.4,656.0,True,852
Bonafide,25566.png,515.2,561.6,659.2,True,856
Bonafide,25574.png,508.0,552.8,692.8,True,900
Bonafide,25583.png,508.8,588.8,720.0,True,936
Bonafide,25606.png,513.6,561.6,604.8,True,786
Bonafide,25607.png,514.4,556.0,731.2,True,950
Bonafide,25628.png,514.4,565.6,744.0,True,967
Bonafide,25631.png,512.8,557.6,644.8,True,838
Bonafide,25640.png,495.2,567.2,660.8,True,859
Bonafide,25642.png,535.2,549.6,680.0,True,884
Bonafide,25648.png,504.0,534.4,620.8,True,807
Bonafide,25684.png,530.4,572.0,696.0,True,904
Bonafide,25699.png,512.0,560.0,668.8,True,869
Bonafide,25710.png,511.2,549.6,728.0,True,946
Bonafide,25717.png,506.4,551.2,705.6,True,917
Bonafide,25746.png,518.4,545.6,704.0,True,915
Bonafide,25750.png,506.4,560.8,692.8,True,900
Bonafide,25784.png,513.6,576.0,720.0,True,936
Bonafide,25786.png,512.8,551.2,660.8,True,859
Bonafide,25800.png,520.8,572.0,699.2,True,908
Bonafide,25829.png,516.0,527.2,840.0,True,1024
Bonafide,25837.png,512.0,512.0,640.0,False,832
Bonafide,25863.png,516.8,547.2,668.8,True,869
Bonafide,25866.png,502.4,544.0,688.0,True,894
Bonafide,25892.png,510.4,571.2,678.4,True,881
Bonafide,25956.png,523.2,547.2,588.8,True,765
Bonafide,25963.png,500.8,574.4,665.6,True,865
Bonafide,25981.png,524.8,553.6,688.0,True,894
Bonafide,25991.png,508.0,546.4,628.8,True,817
Bonafide,26013.png,510.4,550.4,633.6,True,823
Bonafide,26036.png,518.4,569.6,617.6,True,802
Bonafide,26041.png,507.2,553.6,700.8,True,911
Bonafide,26055.png,496.0,552.0,576.0,True,748
Bonafide,26062.png,517.6,570.4,571.2,True,742
Bonafide,26077.png,520.0,572.8,688.0,True,894
Bonafide,26117.png,502.4,561.6,636.8,True,827
Bonafide,26139.png,526.4,558.4,681.6,True,886
Bonafide,26142.png,528.8,589.6,632.0,True,821
Bonafide,26151.png,508.8,566.4,656.0,True,852
Bonafide,26154.png,522.4,556.0,635.2,True,825
Bonafide,26180.png,508.0,567.2,660.8,True,859
Bonafide,26186.png,514.4,552.8,632.0,True,821
Bonafide,26224.png,506.4,560.8,721.6,True,938
Bonafide,26235.png,510.4,550.4,662.4,True,861
Bonafide,26259.png,528.0,564.8,649.6,True,844
Bonafide,26313.png,536.8,556.0,734.4,True,954
Bonafide,26314.png,504.0,569.6,716.8,True,931
Bonafide,26316.png,513.6,550.4,633.6,True,823
Bonafide,26317.png,504.0,569.6,707.2,True,919
Bonafide,26321.png,500.8,553.6,633.6,True,823
Bonafide,26333.png,507.2,563.2,678.4,True,881
Bonafide,26341.png,505.6,542.4,633.6,True,823
Bonafide,26345.png,513.6,542.4,684.8,True,890
Bonafide,26348.png,494.4,558.4,624.0,True,811
Bonafide,26370.png,509.6,557.6,702.4,True,913
Bonafide,26374.png,512.0,564.8,649.6,True,844
Bonafide,26400.png,516.8,564.8,761.6,True,990
Bonafide,26405.png,517.6,568.8,728.0,True,946
Bonafide,26433.png,504.8,559.2,718.4,True,933
Bonafide,26454.png,502.4,548.8,668.8,True,869
Bonafide,26456.png,520.0,556.8,710.4,True,923
Bonafide,26467.png,516.0,544.8,644.8,True,838
Bonafide,26537.png,520.0,552.0,614.4,True,798
Bonafide,26549.png,508.8,552.0,665.6,True,865
Bonafide,26556.png,507.2,540.8,630.4,True,819
Bonafide,26618.png,512.8,573.6,641.6,True,834
Bonafide,26626.png,515.2,564.8,569.6,True,740
Bonafide,26632.png,518.4,568.0,646.4,True,840
Bonafide,26634.png,505.6,566.4,675.2,True,877
Bonafide,26635.png,514.4,554.4,651.2,True,846
Bonafide,26660.png,503.2,559.2,689.6,True,896
Bonafide,26669.png,504.0,564.8,592.0,True,769
Bonafide,26685.png,513.6,563.2,611.2,True,794
Bonafide,26688.png,505.6,553.6,713.6,True,927
Bonafide,26698.png,500.8,556.8,640.0,True,832
Bonafide,26725.png,518.4,536.0,624.0,True,811
Bonafide,26734.png,509.6,565.6,724.8,True,942
Bonafide,26762.png,508.8,560.0,729.6,True,948
Bonafide,26765.png,658.4,407.2,168.0,True,218
Bonafide,26771.png,498.4,554.4,686.4,True,892
Bonafide,26795.png,516.8,566.4,716.8,True,931
Bonafide,26844.png,516.0,556.0,641.6,True,834
Bonafide,26845.png,509.6,560.8,616.0,True,800
Bonafide,26859.png,514.4,567.2,734.4,True,954
Bonafide,26860.png,505.6,544.0,588.8,True,765
Bonafide,26868.png,513.6,558.4,643.2,True,836
Bonafide,26881.png,500.8,553.6,643.2,True,836
Bonafide,26887.png,502.4,555.2,672.0,True,873
Bonafide,26907.png,536.0,556.8,720.0,True,936
Bonafide,26920.png,511.2,551.2,728.0,True,946
Bonafide,26922.png,521.6,550.4,675.2,True,877
Bonafide,26928.png,507.2,545.6,691.2,True,898
Bonafide,26987.png,518.4,558.4,668.8,True,869
Bonafide,26990.png,520.0,540.8,700.8,True,911
Bonafide,27028.png,525.6,572.0,532.8,True,692
Bonafide,27038.png,514.4,551.2,619.2,True,804
Bonafide,27041.png,518.4,552.0,665.6,True,865
Bonafide,27048.png,519.2,552.8,654.4,True,850
Bonafide,27065.png,519.2,554.4,696.0,True,904
Bonafide,27078.png,538.4,567.2,721.6,True,938
Bonafide,27100.png,516.0,554.4,664.0,True,863
Bonafide,27130.png,502.4,534.4,518.4,True,673
Bonafide,27142.png,488.0,556.8,748.8,True,973
Bonafide,27173.png,515.2,577.6,585.6,True,761
Bonafide,27203.png,522.4,576.8,670.4,True,871
Bonafide,27208.png,509.6,543.2,603.2,True,784
Bonafide,27302.png,512.0,566.4,672.0,True,873
Bonafide,27327.png,520.0,553.6,691.2,True,898
Bonafide,27330.png,508.0,548.0,651.2,True,846
Bonafide,27339.png,504.8,556.0,619.2,True,804
Bonafide,27378.png,512.8,548.0,699.2,True,908
Bonafide,27401.png,509.6,584.8,680.0,True,884
Bonafide,27402.png,520.8,559.2,635.2,True,825
Bonafide,27404.png,520.8,562.4,632.0,True,821
Bonafide,27415.png,531.2,585.6,704.0,True,915
Bonafide,27426.png,512.8,565.6,648.0,True,842
Bonafide,27484.png,498.4,568.8,603.2,True,784
Bonafide,27498.png,360.8,504.8,206.4,True,268
Bonafide,27511.png,525.6,573.6,696.0,True,904
Bonafide,27558.png,513.6,563.2,662.4,True,861
Bonafide,27560.png,520.0,556.8,697.6,True,906
Bonafide,27571.png,514.4,562.4,625.6,True,813
Bonafide,27582.png,498.4,581.6,763.2,True,992
Bonafide,27588.png,508.0,552.8,648.0,True,842
Bonafide,27596.png,508.8,558.4,649.6,True,844
Bonafide,27605.png,512.0,542.4,646.4,True,840
Bonafide,27606.png,511.2,560.8,635.2,True,825
Bonafide,27630.png,526.4,563.2,672.0,True,873
Bonafide,27631.png,519.2,580.0,577.6,True,750
Bonafide,27637.png,523.2,585.6,665.6,True,865
Bonafide,27659.png,504.8,557.6,609.6,True,792
Bonafide,27664.png,507.2,552.0,649.6,True,844
Bonafide,27674.png,513.6,585.6,739.2,True,960
Bonafide,27699.png,504.8,554.4,625.6,True,813
Bonafide,27708.png,512.8,554.4,612.8,True,796
Bonafide,27709.png,514.4,554.4,670.4,True,871
Bonafide,27735.png,519.2,589.6,619.2,True,804
Bonafide,27764.png,510.4,553.6,633.6,True,823
Bonafide,27783.png,512.8,559.2,654.4,True,850
Bonafide,27791.png,503.2,557.6,660.8,True,859
Bonafide,27793.png,514.4,560.8,689.6,True,896
Bonafide,27808.png,499.2,558.4,662.4,True,861
Bonafide,27854.png,512.0,568.0,697.6,True,906
Bonafide,27871.png,512.0,563.2,668.8,True,869
Bonafide,27879.png,533.6,567.2,616.0,True,800
Bonafide,27896.png,501.6,549.6,654.4,True,850
Bonafide,27909.png,517.6,575.2,664.0,True,863
Bonafide,27921.png,517.6,560.8,667.2,True,867
Bonafide,27927.png,515.2,564.8,688.0,True,894
Bonafide,27951.png,521.6,555.2,716.8,True,931
Bonafide,27962.png,508.0,557.6,705.6,True,917
Bonafide,27976.png,512.8,549.6,635.2,True,825
Bonafide,28001.png,508.8,571.2,636.8,True,827
Bonafide,28014.png,508.0,559.2,721.6,True,938
Bonafide,28017.png,503.2,568.8,673.6,True,875
Bonafide,28021.png,507.2,587.2,630.4,True,819
Bonafide,28024.png,510.4,564.8,656.0,True,852
Bonafide,28046.png,485.6,741.6,174.4,True,226
Bonafide,28051.png,521.6,553.6,675.2,True,877
Bonafide,28090.png,516.0,549.6,654.4,True,850
Screens,00962.png,874.58046875,969.79140625,1134.3703125,True,1474
Screens,00998.png,1299.95859375,1444.16953125,1825.2984375,True,2372
Screens,01012.png,1777.7812499999998,1941.4499999999998,2133.3374999999996,True,2773
Screens,08794.png,1914.50390625,2058.31640625,2462.7890625,True,3201
Screens,10673.png,1411.62109375,1547.13671875,1657.8078125,True,2155
Screens,10684.png,1085.65703125,1020.93828125,1394.6890625,True,1813
Screens,10696.png,986.01015625,1193.41796875,1293.8296875,True,1681
Screens,10712.png,990.5593749999999,1041.6656249999999,1211.51875,True,1574
Screens,10728.png,1566.625,1919.375,2209.875,True,2872
Screens,10741.png,1238.1546875000001,1628.903125,1920.7875000000001,True,2497
Screens,10744.png,1027.21171875,1236.36484375,1366.2421875,True,1776
Screens,10881.png,1205.8015625,1266.9515625000001,1509.640625,True,1962
Screens,10889.png,823.4578125,1280.3203125,1470.0656250000002,True,1911
Screens,10954.png,1132.8187500000001,1271.53125,1510.4250000000002,True,1963
Screens,10960.png,1320.3984375,1416.3515625,1664.578125,True,2163
Screens,10970.png,1391.45703125,1796.82421875,1607.8046875,True,2090
Screens,10972.png,1248.6640625,1631.828125,1451.515625,True,1886
Screens,10992.png,1038.62890625,1215.1039062500001,1430.1828125000002,True,1859
Screens,11040.png,1447.68125,1675.7406250000001,1893.884375,True,2462
Screens,11053.png,1928.75625,2401.490625,2546.4624999999996,True,3310
Screens,11099.png,2530.2374999999997,2878.3125,3186.225,True,4142
Screens,11117.png,2226.7875,3074.6625,3543.225,True,4284
Screens,11130.png,2142.0,2856.0,2677.5,False,3480
