cls,file,id,width,height,mode,bytes,info_keys,n_exif,orientation,mean,std,mean_r,mean_g,mean_b
Bonafide,15469.png,15469,1024,1024,RGB,1571875,,0,1,81.5003,66.291435,94.1143,76.2167,74.169914
Bonafide,15470.png,15470,1024,1024,RGB,1774541,,0,1,159.38474,61.056248,178.11848,157.08972,142.94598
Bonafide,15554.png,15554,1024,1024,RGB,1276225,,0,1,145.54977,77.4016,179.35794,158.48643,98.80463
Bonafide,15581.png,15581,1024,1024,RGB,1690370,,0,1,114.891655,57.689377,135.8498,109.96927,98.855934
Bonafide,15609.png,15609,1024,1024,RGB,1510147,,0,1,139.03581,48.71054,145.02684,134.6287,137.45197
Bonafide,15636.png,15636,1024,1024,RGB,1448891,,0,1,137.0107,88.83693,152.50893,134.99187,123.53147
Bonafide,15637.png,15637,1024,1024,RGB,1453906,,0,1,123.39666,71.65689,156.2203,116.928604,97.04103
Bonafide,15683.png,15683,1024,1024,RGB,1422123,,0,1,162.0363,75.76782,200.94888,143.93729,141.22264
Bonafide,15699.png,15699,1024,1024,RGB,1693807,,0,1,86.46896,56.228336,119.04039,74.00486,66.36154
Bonafide,15718.png,15718,1024,1024,RGB,1600367,,0,1,99.001976,74.359535,125.899414,101.43397,69.67253
Bonafide,15722.png,15722,1024,1024,RGB,1585433,,0,1,104.538185,49.71272,123.78082,102.484695,87.349075
Bonafide,15773.png,15773,1024,1024,RGB,1607650,,0,1,148.48262,57.29365,178.54526,134.97148,131.93118
Bonafide,15783.png,15783,1024,1024,RGB,1849623,,0,1,192.97504,35.53634,206.79935,194.01877,178.10736
Bonafide,15787.png,15787,1024,1024,RGB,1600275,,0,1,113.26248,58.792545,146.96913,107.79594,85.022224
Bonafide,15804.png,15804,1024,1024,RGB,1348819,,0,1,119.5006,79.04961,141.57985,119.92077,97.00144
Bonafide,15841.png,15841,1024,1024,RGB,1676502,,0,1,117.27126,54.11022,130.959,113.51864,107.33609
Bonafide,15843.png,15843,1024,1024,RGB,1475920,,0,1,144.40282,59.444824,153.5756,142.69583,136.93694
Bonafide,15851.png,15851,1024,1024,RGB,1475972,,0,1,104.474846,51.178143,132.77942,101.14152,79.50365
Bonafide,15860.png,15860,1024,1024,RGB,1647804,,0,1,87.55899,63.99214,108.613754,85.69473,68.368416
Bonafide,15883.png,15883,1024,1024,RGB,1829632,,0,1,124.76321,60.081196,119.37476,123.055504,131.8592
Bonafide,15915.png,15915,1024,1024,RGB,1154340,,0,1,107.05823,88.702156,118.46363,103.37402,99.33702
Bonafide,15947.png,15947,1024,1024,RGB,1319333,,0,1,46.789272,51.908104,63.1019,44.69431,32.57157
Bonafide,15965.png,15965,1024,1024,RGB,1577645,,0,1,86.99876,64.63147,116.39476,83.81105,60.79045
Bonafide,15983.png,15983,1024,1024,RGB,1547550,,0,1,134.00172,75.30547,157.32353,130.70148,113.980194
Bonafide,16038.png,16038,1024,1024,RGB,1542492,,0,1,164.30928,55.90822,202.16232,170.08023,120.685295
Bonafide,16049.png,16049,1024,1024,RGB,1511182,,0,1,106.259285,56.15084,128.34267,102.15388,88.28119
Bonafide,16068.png,16068,1024,1024,RGB,1341120,,0,1,108.04307,49.26317,140.70047,100.494,82.93475
Bonafide,16079.png,16079,1024,1024,RGB,1596046,,0,1,108.33322,53.30708,148.51752,108.52151,67.960625
Bonafide,16102.png,16102,1024,1024,RGB,1560243,,0,1,99.27256,65.028694,137.32573,91.781296,68.71058
Bonafide,16116.png,16116,1024,1024,RGB,1782613,,0,1,81.55213,72.79986,121.63732,70.76136,52.257767
Bonafide,16132.png,16132,1024,1024,RGB,1550097,,0,1,138.87468,78.42491,155.9962,135.26665,125.36126
Bonafide,16170.png,16170,1024,1024,RGB,1483807,,0,1,71.62376,36.82099,79.981834,68.718765,66.17065
Bonafide,16193.png,16193,1024,1024,RGB,1604811,,0,1,70.57928,69.72504,84.05648,72.57589,55.10547
Bonafide,16205.png,16205,1024,1024,RGB,1560137,,0,1,99.82529,54.126453,104.651085,101.412224,93.4125
Bonafide,16220.png,16220,1024,1024,RGB,1376958,,0,1,95.442604,56.45358,107.566124,91.2599,87.501755
Bonafide,16223.png,16223,1024,1024,RGB,1553273,,0,1,84.06217,66.654594,114.239296,74.65656,63.290688
Bonafide,16229.png,16229,1024,1024,RGB,1759691,,0,1,93.39745,74.03518,113.81083,85.12293,81.25851
Bonafide,16241.png,16241,1024,1024,RGB,1533467,,0,1,141.85817,63.634,156.30518,144.9608,124.30844
Bonafide,16243.png,16243,1024,1024,RGB,1660825,,0,1,101.4024,61.183495,106.588936,100.57546,97.04266
Bonafide,16259.png,16259,1024,1024,RGB,1477696,,0,1,169.27007,45.983356,191.83298,165.61067,150.36668
Bonafide,16260.png,16260,1024,1024,RGB,1639373,,0,1,125.72805,69.96288,161.5267,126.0267,89.63074
Bonafide,16298.png,16298,1024,1024,RGB,1485132,,0,1,117.78311,69.81285,128.49054,114.57951,110.27921
Bonafide,16311.png,16311,1024,1024,RGB,1329525,,0,1,120.10662,83.75759,138.11296,121.244705,100.96215
Bonafide,16321.png,16321,1024,1024,RGB,1781569,,0,1,91.68906,55.89356,104.06986,88.67899,82.31828
Bonafide,16337.png,16337,1024,1024,RGB,1622155,,0,1,78.88152,64.38121,98.1522,75.16207,63.33024
Bonafide,16367.png,16367,1024,1024,RGB,1559005,,0,1,85.320724,57.64768,96.01325,81.36941,78.57941
Bonafide,16397.png,16397,1024,1024,RGB,1653622,,0,1,104.77419,78.23207,120.08937,97.126884,97.10635
Bonafide,16402.png,16402,1024,1024,RGB,1320186,,0,1,68.937454,58.046436,66.74469,64.97692,75.09073
Bonafide,16405.png,16405,1024,1024,RGB,1604858,,0,1,93.66096,60.46236,119.12659,88.720406,73.13585
Bonafide,16412.png,16412,1024,1024,RGB,1471733,,0,1,121.89578,50.731583,128.52563,121.0805,116.08139
Bonafide,16469.png,16469,1024,1024,RGB,1573792,,0,1,133.09778,62.624725,169.92667,129.00551,100.36097
Bonafide,16486.png,16486,1024,1024,RGB,1588621,,0,1,105.12597,47.834873,121.35175,100.370674,93.6554
Bonafide,16529.png,16529,1024,1024,RGB,1497317,,0,1,101.14318,74.68798,130.17325,94.20983,79.04646
Bonafide,16535.png,16535,1024,1024,RGB,1294270,,0,1,175.49873,76.08541,196.22038,171.05562,159.2199
Bonafide,16557.png,16557,1024,1024,RGB,1513774,,0,1,103.35725,68.90931,125.03806,95.79382,89.23984
Bonafide,16581.png,16581,1024,1024,RGB,1648046,,0,1,121.59146,62.92197,143.89334,121.720085,99.16092
Bonafide,16582.png,16582,1024,1024,RGB,1660338,,0,1,98.67861,70.90772,135.37372,88.62664,72.03558
Bonafide,16583.png,16583,1024,1024,RGB,1591982,,0,1,93.139496,62.88323,122.60613,79.3967,77.4156
Bonafide,16599.png,16599,1024,1024,RGB,1512896,,0,1,74.23413,56.09442,86.184006,67.82174,68.69666
Bonafide,16600.png,16600,1024,1024,RGB,1307779,,0,1,144.84987,68.59581,146.35017,138.03331,150.16632
Bonafide,16603.png,16603,1024,1024,RGB,1625261,,0,1,136.00105,55.228092,134.88016,138.20004,134.92294
Bonafide,16639.png,16639,1024,1024,RGB,1649908,,0,1,99.90894,74.631325,113.5203,98.09211,88.114586
Bonafide,16650.png,16650,1024,1024,RGB,1522097,,0,1,73.747154,69.92968,98.451035,66.72154,56.06883
Bonafide,16670.png,16670,1024,1024,RGB,1563478,,0,1,90.60082,66.01208,129.41891,81.856804,60.526627
Bonafide,16704.png,16704,1024,1024,RGB,1786888,,0,1,134.09361,59.54998,157.14873,130.97424,114.157776
Bonafide,16710.png,16710,1024,1024,RGB,1850139,,0,1,139.2161,78.874466,81.867096,143.54027,192.24098
Bonafide,16721.png,16721,1024,1024,RGB,1393919,,0,1,173.24284,78.2344,177.48561,173.54315,168.6999
Bonafide,16780.png,16780,1024,1024,RGB,1389913,,0,1,114.333916,74.195984,152.82382,104.440094,85.73781
Bonafide,16813.png,16813,1024,1024,RGB,1501645,,0,1,164.11055,74.873055,181.9891,168.80157,141.54114
Bonafide,16843.png,16843,1024,1024,RGB,1511051,,0,1,113.307976,67.142975,146.52191,114.04917,79.352936
Bonafide,16850.png,16850,1024,1024,RGB,1610263,,0,1,89.47811,61.536304,119.83386,87.30399,61.296402
Bonafide,16852.png,16852,1024,1024,RGB,1123835,,0,1,167.56725,72.31909,181.78337,160.40283,160.51561
Bonafide,16861.png,16861,1024,1024,RGB,935151,,0,1,206.48146,57.704556,222.22542,203.17288,194.0462
Bonafide,16865.png,16865,1024,1024,RGB,1457622,,0,1,93.19959,57.705402,119.005135,87.12959,73.46394
Bonafide,16873.png,16873,1024,1024,RGB,1374111,,0,1,157.33653,72.95926,173.18414,157.79524,141.03055
Bonafide,16879.png,16879,1024,1024,RGB,1538471,,0,1,87.43667,86.35976,116.18619,82.25723,63.86666
Bonafide,16909.png,16909,1024,1024,RGB,1504268,,0,1,102.637695,51.870842,123.62042,98.34256,85.950005
Bonafide,16911.png,16911,1024,1024,RGB,1325233,,0,1,113.26116,63.270073,137.20728,108.2794,94.29656
Bonafide,16924.png,16924,1024,1024,RGB,1546315,,0,1,110.14512,77.303505,148.77396,105.01602,76.64529
Bonafide,16942.png,16942,1024,1024,RGB,1586953,,0,1,130.84657,55.67918,119.82472,142.65788,130.05714
Bonafide,16979.png,16979,1024,1024,RGB,1625839,,0,1,94.29124,53.608303,115.20571,91.46081,76.207306
Bonafide,16986.png,16986,1024,1024,RGB,1728503,,0,1,117.03861,72.91007,135.33072,109.96991,105.81531
Bonafide,17004.png,17004,1024,1024,RGB,1660068,,0,1,188.93187,37.42677,199.70363,181.97914,185.11246
Bonafide,17017.png,17017,1024,1024,RGB,1397976,,0,1,157.58572,70.41484,170.7325,153.18703,148.8377
Bonafide,17053.png,17053,1024,1024,RGB,1560526,,0,1,138.00746,44.97369,150.36584,138.17928,125.477135
Bonafide,17055.png,17055,1024,1024,RGB,1627570,,0,1,84.83055,55.2316,98.58438,83.54087,72.36648
Bonafide,17058.png,17058,1024,1024,RGB,1810732,,0,1,166.68071,58.178783,182.02777,162.76952,155.245
Bonafide,17088.png,17088,1024,1024,RGB,1547305,,0,1,98.01068,67.13043,130.5626,94.51323,68.95628
Bonafide,17093.png,17093,1024,1024,RGB,1477740,,0,1,126.91223,72.72201,139.81966,129.04114,111.87606
Bonafide,17105.png,17105,1024,1024,RGB,1637417,,0,1,132.9416,72.013626,143.32318,126.48394,129.0176
Bonafide,17162.png,17162,1024,1024,RGB,1302909,,0,1,96.55383,64.14667,143.48647,96.49821,49.6768
Bonafide,17164.png,17164,1024,1024,RGB,1415667,,0,1,104.597595,72.42171,110.20689,102.331924,101.25394
Bonafide,17191.png,17191,1024,1024,RGB,1646063,,0,1,89.80512,72.20741,92.79286,94.81676,81.805725
Bonafide,17205.png,17205,1024,1024,RGB,1395809,,0,1,116.63755,67.71356,136.05748,114.7101,99.14489
Bonafide,17227.png,17227,1024,1024,RGB,1208901,,0,1,136.19844,59.999836,175.39326,137.26154,95.94069
Bonafide,17239.png,17239,1024,1024,RGB,1573620,,0,1,119.28372,68.70482,136.2418,115.78314,105.826164
Bonafide,17246.png,17246,1024,1024,RGB,1574186,,0,1,108.1615,71.85147,147.02274,104.16671,73.29518
Bonafide,17275.png,17275,1024,1024,RGB,1407246,,0,1,158.91837,48.150845,176.06146,154.20518,146.48843
Bonafide,17280.png,17280,1024,1024,RGB,1541458,,0,1,113.41947,58.149643,136.53491,108.362686,95.36081
Bonafide,17336.png,17336,1024,1024,RGB,1601678,,0,1,104.754616,59.0488,105.70845,101.92307,106.63242
Bonafide,17343.png,17343,1024,1024,RGB,1521899,,0,1,112.353035,81.95692,176.00133,100.36877,60.68905
Bonafide,17356.png,17356,1024,1024,RGB,1548268,,0,1,163.04031,56.62475,185.75975,159.90895,143.45207
Bonafide,17394.png,17394,1024,1024,RGB,1513658,,0,1,128.57213,52.018368,153.45421,127.24778,105.01442
Bonafide,17406.png,17406,1024,1024,RGB,1926639,,0,1,114.96633,57.424355,133.24347,109.23577,102.419685
Bonafide,17419.png,17419,1024,1024,RGB,1429149,,0,1,135.85493,73.75584,135.9606,134.84375,136.76068
Bonafide,17420.png,17420,1024,1024,RGB,1648597,,0,1,52.39336,52.05921,65.24646,51.51937,40.414196
Bonafide,17429.png,17429,1024,1024,RGB,1432838,,0,1,118.29403,67.49615,131.43929,113.13943,110.30324
Bonafide,17436.png,17436,1024,1024,RGB,1901853,,0,1,97.572914,61.0347,116.32009,96.40488,79.99374
Bonafide,17441.png,17441,1024,1024,RGB,1673285,,0,1,93.95008,45.991196,108.284775,87.196434,86.36907
Bonafide,17456.png,17456,1024,1024,RGB,1771539,,0,1,137.26768,44.947437,147.63527,131.89703,132.27098
Bonafide,17492.png,17492,1024,1024,RGB,1575143,,0,1,122.21801,57.783653,132.46297,114.98674,119.20438
Bonafide,17496.png,17496,1024,1024,RGB,1174938,,0,1,144.37978,51.61324,151.03033,157.22766,124.88117
Bonafide,17558.png,17558,1024,1024,RGB,1510415,,0,1,159.96211,71.676636,179.9862,156.77391,143.12625
Bonafide,17621.png,17621,1024,1024,RGB,1450527,,0,1,104.075096,54.746822,123.68432,102.47659,86.06447
Bonafide,17627.png,17627,1024,1024,RGB,1672730,,0,1,135.41331,65.682236,153.36507,131.7557,121.11909
Bonafide,17644.png,17644,1024,1024,RGB,1677274,,0,1,157.6609,57.861385,173.78354,142.61377,156.58557
Bonafide,17655.png,17655,1024,1024,RGB,1742006,,0,1,100.53413,71.18928,120.86971,88.11082,92.62177
Bonafide,17714.png,17714,1024,1024,RGB,1561602,,0,1,112.15383,56.95523,140.73798,108.62637,87.09711
Bonafide,17723.png,17723,1024,1024,RGB,1479982,,0,1,104.67422,70.28235,114.661644,94.96385,104.39712
Bonafide,17757.png,17757,1024,1024,RGB,1510895,,0,1,129.22337,78.29736,147.7365,130.5149,109.418655
Bonafide,17761.png,17761,1024,1024,RGB,1330034,,0,1,169.35983,57.48969,178.0664,174.043,155.97021
Bonafide,17794.png,17794,1024,1024,RGB,1763782,,0,1,132.94537,73.15306,144.9552,127.62974,126.251236
Bonafide,17795.png,17795,1024,1024,RGB,1068168,,0,1,194.67192,62.25539,208.22209,190.10916,185.68431
Bonafide,17798.png,17798,1024,1024,RGB,1587114,,0,1,123.481445,62.51791,161.14767,117.21455,92.082245
Bonafide,17801.png,17801,1024,1024,RGB,1336468,,0,1,85.70609,71.60018,99.83724,87.87933,69.40172
Bonafide,17879.png,17879,1024,1024,RGB,1597475,,0,1,125.027794,65.064476,142.73926,124.36148,107.9825
Bonafide,17889.png,17889,1024,1024,RGB,1417573,,0,1,115.4116,47.329956,127.93988,112.607544,105.68736
Bonafide,17894.png,17894,1024,1024,RGB,1580453,,0,1,141.36653,53.462185,164.73363,142.05833,117.30768
Bonafide,17896.png,17896,1024,1024,RGB,1493495,,0,1,87.42933,76.30921,108.48101,80.82088,72.98612
Bonafide,17898.png,17898,1024,1024,RGB,1561018,,0,1,107.84552,67.29526,119.781586,104.04024,99.714775
Bonafide,17905.png,17905,1024,1024,RGB,1372138,,0,1,128.93349,77.985985,149.21588,127.04918,110.535484
Bonafide,17909.png,17909,1024,1024,RGB,1687155,,0,1,123.34512,58.45016,139.6014,118.01341,112.42044
Bonafide,17936.png,17936,1024,1024,RGB,1377978,,0,1,131.88527,87.19,143.50476,125.001434,127.149506
Bonafide,17966.png,17966,1024,1024,RGB,1682600,,0,1,102.52368,53.624744,113.865265,98.03841,95.66742
Bonafide,17986.png,17986,1024,1024,RGB,1424507,,0,1,97.30405,63.32736,97.41229,101.05716,93.44277
Bonafide,18016.png,18016,1024,1024,RGB,1521482,,0,1,89.69962,52.114708,113.09989,88.92894,67.07006
Bonafide,18033.png,18033,1024,1024,RGB,1805600,,0,1,110.01205,78.68831,124.33914,116.42413,89.27294
Bonafide,18046.png,18046,1024,1024,RGB,1506617,,0,1,116.133995,70.701225,133.46492,113.617775,101.31939
Bonafide,18101.png,18101,1024,1024,RGB,1556579,,0,1,102.74375,76.29306,123.184105,99.651596,85.39566
Bonafide,18115.png,18115,1024,1024,RGB,1764527,,0,1,134.81247,52.551605,184.1201,127.69145,92.62579
Bonafide,18159.png,18159,1024,1024,RGB,1630169,,0,1,129.70776,44.935596,149.23743,126.53533,113.35034
Bonafide,18173.png,18173,1024,1024,RGB,1644328,,0,1,115.993065,70.57619,121.40621,117.96781,108.605156
Bonafide,18181.png,18181,1024,1024,RGB,1543077,,0,1,139.31131,74.587105,145.05215,137.29755,135.58417
Bonafide,18190.png,18190,1024,1024,RGB,1566913,,0,1,131.10509,70.32113,135.8417,131.2028,126.27099
Bonafide,18214.png,18214,1024,1024,RGB,1675966,,0,1,107.16566,57.195385,141.48293,105.62296,74.39105
Bonafide,18226.png,18226,1024,1024,RGB,1496263,,0,1,120.591156,74.08727,126.97535,112.44309,122.355225
Bonafide,18231.png,18231,1024,1024,RGB,1334549,,0,1,106.69515,71.07606,116.221825,105.95316,97.910446
Bonafide,18258.png,18258,1024,1024,RGB,1544692,,0,1,129.0819,63.428707,139.96106,119.5764,127.70831
Bonafide,18267.png,18267,1024,1024,RGB,1561745,,0,1,94.71665,44.581768,121.11364,93.80745,69.228874
Bonafide,18268.png,18268,1024,1024,RGB,1692344,,0,1,115.85028,64.01946,133.62439,113.247955,100.67846
Bonafide,18270.png,18270,1024,1024,RGB,1727820,,0,1,134.07436,64.71176,148.60065,139.41795,114.20456
Bonafide,18289.png,18289,1024,1024,RGB,1516522,,0,1,106.84605,72.7964,136.2081,105.82877,78.501495
Bonafide,18298.png,18298,1024,1024,RGB,1718415,,0,1,146.35982,57.896465,156.02809,143.34857,139.7029
Bonafide,18325.png,18325,1024,1024,RGB,1498941,,0,1,135.41264,52.38201,155.80614,126.48915,123.9426
Bonafide,18345.png,18345,1024,1024,RGB,1535524,,0,1,109.32043,69.123505,150.74333,126.955376,50.262512
Bonafide,18346.png,18346,1024,1024,RGB,1444571,,0,1,113.60015,72.819725,125.12039,109.19644,106.48365
Bonafide,18350.png,18350,1024,1024,RGB,1453668,,0,1,93.442604,67.76412,109.70307,86.91648,83.70836
Bonafide,18357.png,18357,1024,1024,RGB,1421435,,0,1,142.05798,57.56603,157.9807,137.80435,130.38896
Bonafide,18382.png,18382,1024,1024,RGB,1612016,,0,1,78.51821,72.217995,94.02944,74.397705,67.127594
Bonafide,18390.png,18390,1024,1024,RGB,1557689,,0,1,106.0313,62.29547,124.80238,103.25308,90.03835
Bonafide,18402.png,18402,1024,1024,RGB,1685231,,0,1,110.53241,68.96743,154.90572,103.28339,73.40808
Bonafide,18406.png,18406,1024,1024,RGB,1457358,,0,1,101.963806,65.19118,104.07258,107.98145,93.83716
Bonafide,18427.png,18427,1024,1024,RGB,1553393,,0,1,99.09326,55.270546,133.63438,94.99639,68.64876
Bonafide,18459.png,18459,1024,1024,RGB,1657374,,0,1,81.464165,50.65776,101.635735,75.39807,67.35871
Bonafide,18473.png,18473,1024,1024,RGB,1375154,,0,1,75.28318,69.18032,63.669327,71.298676,90.88161
Bonafide,18477.png,18477,1024,1024,RGB,1466346,,0,1,133.62813,70.04372,157.45718,125.456505,117.97087
Bonafide,18480.png,18480,1024,1024,RGB,1460308,,0,1,48.82869,49.459557,71.74697,42.805058,31.93401
Bonafide,18481.png,18481,1024,1024,RGB,1670664,,0,1,103.22808,54.021572,116.607765,98.69527,94.381256
Bonafide,18490.png,18490,1024,1024,RGB,1703926,,0,1,140.93947,63.204845,158.83528,133.28377,130.69926
Bonafide,18502.png,18502,1024,1024,RGB,1745262,,0,1,131.201,70.82092,147.82098,123.67028,122.11169
Bonafide,18517.png,18517,1024,1024,RGB,1563863,,0,1,83.48082,69.22746,103.51557,75.07015,71.85669
Bonafide,18545.png,18545,1024,1024,RGB,1474896,,0,1,58.694714,66.8488,90.38115,48.653786,37.049202
Bonafide,18556.png,18556,1024,1024,RGB,1644838,,0,1,146.74544,58.27051,178.94016,146.61525,114.68094
Bonafide,18560.png,18560,1024,1024,RGB,1739958,,0,1,123.39106,67.068344,143.16084,130.83844,96.17394
Bonafide,18565.png,18565,1024,1024,RGB,1691364,,0,1,118.70166,66.862175,141.23273,111.839676,103.03267
Bonafide,18568.png,18568,1024,1024,RGB,1341598,,0,1,97.85724,63.9942,112.99771,93.24812,87.325874
Bonafide,18585.png,18585,1024,1024,RGB,1433590,,0,1,112.1562,69.41151,132.7566,108.76093,94.95123
Bonafide,18590.png,18590,1024,1024,RGB,1646786,,0,1,122.94418,58.902992,132.93867,120.351364,115.54252
Bonafide,18704.png,18704,1024,1024,RGB,1568197,,0,1,67.4684,68.77409,101.910904,63.970287,36.524017
Bonafide,18711.png,18711,1024,1024,RGB,1821627,,0,1,133.76512,62.917084,147.30244,128.34293,125.64998
Bonafide,18725.png,18725,1024,1024,RGB,1458008,,0,1,111.182556,56.012516,119.74879,112.517654,101.281166
Bonafide,18743.png,18743,1024,1024,RGB,1599606,,0,1,121.52738,55.641235,131.4915,117.59634,115.494125
Bonafide,18758.png,18758,1024,1024,RGB,1705340,,0,1,139.37477,72.97636,155.8956,133.82004,128.40878
Bonafide,18762.png,18762,1024,1024,RGB,1589838,,0,1,94.874695,60.329674,124.19994,94.08178,66.3424
Bonafide,18768.png,18768,1024,1024,RGB,1724820,,0,1,127.91284,83.36676,152.6461,125.82403,105.26844
Bonafide,18779.png,18779,1024,1024,RGB,1486435,,0,1,88.89456,56.193226,105.939125,87.26387,73.480705
Bonafide,18828.png,18828,1024,1024,RGB,1720155,,0,1,116.463905,56.609863,138.14207,110.47571,100.77421
Bonafide,18853.png,18853,1024,1024,RGB,1713724,,0,1,102.03124,64.43686,131.61984,99.574165,74.89957
Bonafide,18876.png,18876,1024,1024,RGB,1626360,,0,1,99.20519,53.861584,119.18817,93.75152,84.67598
Bonafide,18968.png,18968,1024,1024,RGB,1751478,,0,1,126.470665,69.05892,126.53336,124.4063,128.47244
Bonafide,18973.png,18973,1024,1024,RGB,1592436,,0,1,98.04319,72.52611,116.12209,93.698166,84.309204
Bonafide,19019.png,19019,1024,1024,RGB,1398178,,0,1,75.40411,55.736095,96.23789,77.58223,52.3921
Bonafide,19026.png,19026,1024,1024,RGB,1432804,,0,1,70.74007,68.97527,84.47434,66.1302,61.615692
Bonafide,19027.png,19027,1024,1024,RGB,1757793,,0,1,157.87904,55.942753,200.0581,145.61684,127.962494
Bonafide,19053.png,19053,1024,1024,RGB,1324520,,0,1,137.4671,60.842827,164.42863,122.35318,125.61965
Bonafide,19060.png,19060,1024,1024,RGB,1682147,,0,1,129.90224,70.3948,153.50243,125.20333,111.000755
Bonafide,19078.png,19078,1024,1024,RGB,1661841,,0,1,92.59775,66.2264,125.613464,86.43226,65.74753
Bonafide,19126.png,19126,1024,1024,RGB,1652249,,0,1,123.87796,63.12508,156.45723,107.591934,107.58493
Bonafide,19143.png,19143,1024,1024,RGB,1597994,,0,1,116.11423,59.745213,139.71214,111.0555,97.57505
Bonafide,19158.png,19158,1024,1024,RGB,1655109,,0,1,135.19954,62.899433,148.30397,146.0399,111.25488
Bonafide,19164.png,19164,1024,1024,RGB,1619784,,0,1,98.54243,71.29845,131.55754,93.42497,70.64491
Bonafide,19195.png,19195,1024,1024,RGB,1647549,,0,1,109.23727,67.15598,126.1677,105.11333,96.43078
Bonafide,19197.png,19197,1024,1024,RGB,1169982,,0,1,155.0447,60.033398,163.56044,152.84753,148.72614
Bonafide,19250.png,19250,1024,1024,RGB,1574552,,0,1,109.876465,84.170784,137.8962,111.52045,80.21278
Bonafide,19273.png,19273,1024,1024,RGB,1425330,,0,1,121.77148,58.091373,137.31834,113.703445,114.29265
Bonafide,19289.png,19289,1024,1024,RGB,1625300,,0,1,130.40767,63.273243,152.32617,128.07382,110.823044
Bonafide,19292.png,19292,1024,1024,RGB,1413951,,0,1,77.97228,70.028305,101.540245,78.185265,54.191288
Bonafide,19302.png,19302,1024,1024,RGB,1839294,,0,1,109.91739,56.21854,140.82414,102.918846,86.009125
Bonafide,19304.png,19304,1024,1024,RGB,1347898,,0,1,56.11037,56.705463,71.76291,55.24312,41.325073
Bonafide,19354.png,19354,1024,1024,RGB,1553952,,0,1,124.060326,69.28814,140.90831,117.26816,114.00459
Bonafide,19363.png,19363,1024,1024,RGB,1738406,,0,1,92.74548,62.331528,124.33089,88.07695,65.82865
Bonafide,19378.png,19378,1024,1024,RGB,1418155,,0,1,123.779594,56.46923,140.07574,119.02177,112.24139
Bonafide,19385.png,19385,1024,1024,RGB,1485919,,0,1,116.90363,56.471752,154.65158,113.69906,82.360565
Bonafide,19399.png,19399,1024,1024,RGB,1678873,,0,1,83.11056,59.453568,105.765305,79.522354,64.044
Bonafide,19412.png,19412,1024,1024,RGB,1750496,,0,1,141.54489,61.972454,162.63486,137.06476,124.93506
Bonafide,19432.png,19432,1024,1024,RGB,1663434,,0,1,107.47489,61.597675,128.4839,106.74382,87.196945
Bonafide,19438.png,19438,1024,1024,RGB,1693868,,0,1,92.32299,60.09851,108.08808,101.38905,67.49175
Bonafide,19460.png,19460,1024,1024,RGB,1713137,,0,1,136.42345,69.79464,150.53119,133.32346,125.415726
Bonafide,19481.png,19481,1024,1024,RGB,1580436,,0,1,94.34855,50.986526,112.843834,95.01947,75.18225
Bonafide,19484.png,19484,1024,1024,RGB,1329836,,0,1,124.75678,80.974655,134.98962,123.68316,115.59772
Bonafide,19497.png,19497,1024,1024,RGB,1700339,,0,1,91.11438,75.114914,129.94179,84.60421,58.797066
Bonafide,19500.png,19500,1024,1024,RGB,1657458,,0,1,74.30767,77.076996,98.18671,73.81233,50.92396
Bonafide,19506.png,19506,1024,1024,RGB,1533807,,0,1,157.28264,70.19326,149.82692,156.22359,165.79738
Bonafide,19533.png,19533,1024,1024,RGB,1641495,,0,1,131.78674,60.16866,147.77722,126.77013,120.81286
Bonafide,19582.png,19582,1024,1024,RGB,1626419,,0,1,139.878,65.65287,168.458,128.40579,122.77009
Bonafide,19595.png,19595,1024,1024,RGB,1489110,,0,1,109.82104,71.41696,117.4763,106.01288,105.97394
Bonafide,19598.png,19598,1024,1024,RGB,1321499,,0,1,157.81935,48.755978,175.99672,150.54352,146.91772
Bonafide,19602.png,19602,1024,1024,RGB,1549852,,0,1,125.090385,58.14675,136.47012,120.26902,118.53185
Bonafide,19605.png,19605,1024,1024,RGB,1746173,,0,1,136.27623,48.00089,161.15561,133.09349,114.57945
Bonafide,19626.png,19626,1024,1024,RGB,1558136,,0,1,141.07579,60.394222,135.41696,137.33728,150.473
Bonafide,19662.png,19662,1024,1024,RGB,1800102,,0,1,95.247856,67.62759,118.32094,89.35511,78.0675
Bonafide,19674.png,19674,1024,1024,RGB,1524734,,0,1,84.78004,59.93401,104.122154,81.39782,68.82023
Bonafide,19709.png,19709,1024,1024,RGB,1514765,,0,1,114.83329,49.12235,148.18459,116.38232,79.932945
Bonafide,19725.png,19725,1024,1024,RGB,1407965,,0,1,153.70499,72.75012,172.662,148.084,140.36896
Bonafide,19754.png,19754,1024,1024,RGB,1491303,,0,1,121.06995,53.255985,142.96547,114.169876,106.07452
Bonafide,19773.png,19773,1024,1024,RGB,1559307,,0,1,133.64406,59.611877,165.36143,123.72055,111.85014
Bonafide,19824.png,19824,1024,1024,RGB,1510890,,0,1,125.79136,60.890152,151.4242,127.198746,98.7511
Bonafide,19829.png,19829,1024,1024,RGB,1474604,,0,1,90.77923,74.874504,99.5463,88.04672,84.744644
Bonafide,19837.png,19837,1024,1024,RGB,1741014,,0,1,107.5221,45.183163,134.52798,102.26549,85.772934
Bonafide,19843.png,19843,1024,1024,RGB,1378882,,0,1,121.17802,64.98979,132.96045,115.005714,115.5678
