file,cls,label,pair_id,paired,phone,fold,locked,lopo_group,random_split
19304.png,Bonafide,0,19304,False,none,1,False,bona_val,val
19354.png,Bonafide,0,19354,False,none,0,False,bona_train,val
19363.png,Bonafide,0,19363,False,none,1,False,bona_train,train
19378.png,Bonafide,0,19378,False,none,4,True,bona_train,train
19385.png,Bonafide,0,19385,False,none,2,False,bona_val,train
19399.png,Bonafide,0,19399,False,none,3,False,bona_train,train
19412.png,Bonafide,0,19412,False,none,4,True,bona_train,train
19432.png,Bonafide,0,19432,False,none,3,False,bona_train,train
19438.png,Bonafide,0,19438,False,none,0,False,bona_train,train
19460.png,Bonafide,0,19460,False,none,4,True,bona_val,train
19481.png,Bonafide,0,19481,False,none,3,False,bona_train,train
19484.png,Bonafide,0,19484,False,none,0,False,bona_train,train
19497.png,Bonafide,0,19497,False,none,4,True,bona_train,train
19500.png,Bonafide,0,19500,False,none,2,False,bona_train,train
19506.png,Bonafide,0,19506,False,none,4,True,bona_train,train
19533.png,Bonafide,0,19533,False,none,3,False,bona_train,train
19582.png,Bonafide,0,19582,False,none,1,False,bona_train,train
19595.png,Bonafide,0,19595,False,none,0,False,bona_train,val
19598.png,Bonafide,0,19598,False,none,3,False,bona_train,train
19602.png,Bonafide,0,19602,False,none,0,False,bona_train,train
19605.png,Bonafide,0,19605,False,none,0,False,bona_val,train
19626.png,Bonafide,0,19626,False,none,0,False,bona_train,train
19662.png,Bonafide,0,19662,False,none,3,False,bona_train,train
19674.png,Bonafide,0,19674,False,none,3,False,bona_val,train
19709.png,Bonafide,0,19709,False,none,0,False,bona_val,train
19725.png,Bonafide,0,19725,False,none,3,False,bona_train,train
19754.png,Bonafide,0,19754,False,none,2,False,bona_val,train
19773.png,Bonafide,0,19773,False,none,3,False,bona_val,train
19824.png,Bonafide,0,19824,False,none,2,False,bona_val,train
19829.png,Bonafide,0,19829,False,none,1,False,bona_val,val
19837.png,Bonafide,0,19837,False,none,4,True,bona_val,train
19843.png,Bonafide,0,19843,False,none,2,False,bona_val,train
19871.png,Bonafide,0,19871,False,none,1,False,bona_train,val
19881.png,Bonafide,0,19881,False,none,4,True,bona_val,train
19893.png,Bonafide,0,19893,False,none,4,True,bona_train,train
19909.png,Bonafide,0,19909,False,none,0,False,bona_train,train
19915.png,Bonafide,0,19915,False,none,3,False,bona_train,val
19939.png,Bonafide,0,19939,False,none,4,True,bona_train,train
19978.png,Bonafide,0,19978,False,none,0,False,bona_val,train
19994.png,Bonafide,0,19994,False,none,0,False,bona_train,train
20005.png,Bonafide,0,20005,False,none,4,True,bona_train,train
20009.png,Bonafide,0,20009,False,none,4,True,bona_train,train
20010.png,Bonafide,0,20010,False,none,4,True,bona_val,train
20022.png,Bonafide,0,20022,False,none,4,True,bona_val,val
20043.png,Bonafide,0,20043,False,none,4,True,bona_val,train
20052.png,Bonafide,0,20052,False,none,2,False,bona_train,train
20091.png,Bonafide,0,20091,False,none,1,False,bona_train,train
20135.png,Bonafide,0,20135,False,none,1,False,bona_train,train
20138.png,Bonafide,0,20138,False,none,3,False,bona_val,val
20157.png,Bonafide,0,20157,False,none,2,False,bona_val,train
20163.png,Bonafide,0,20163,False,none,0,False,bona_train,train
20181.png,Bonafide,0,20181,False,none,0,False,bona_train,train
20193.png,Bonafide,0,20193,False,none,2,False,bona_val,train
20208.png,Bonafide,0,20208,False,none,2,False,bona_train,train
20220.png,Bonafide,0,20220,False,none,0,False,bona_val,val
20229.png,Bonafide,0,20229,False,none,0,False,bona_train,train
20252.png,Bonafide,0,20252,False,none,4,True,bona_train,train
20264.png,Bonafide,0,20264,False,none,1,False,bona_train,train
20276.png,Bonafide,0,20276,False,none,0,False,bona_train,train
20287.png,Bonafide,0,20287,False,none,0,False,bona_train,train
20292.png,Bonafide,0,20292,False,none,1,False,bona_val,train
20320.png,Bonafide,0,20320,False,none,4,True,bona_train,train
20325.png,Bonafide,0,20325,False,none,3,False,bona_train,train
20367.png,Bonafide,0,20367,False,none,0,False,bona_train,train
20387.png,Bonafide,0,20387,False,none,4,True,bona_train,train
20435.png,Bonafide,0,20435,False,none,4,True,bona_train,train
20471.png,Bonafide,0,20471,False,none,4,True,bona_val,train
20482.png,Bonafide,0,20482,False,none,3,False,bona_val,val
20508.png,Bonafide,0,20508,False,none,0,False,bona_train,train
20518.png,Bonafide,0,20518,False,none,0,False,bona_train,train
20522.png,Bonafide,0,20522,False,none,2,False,bona_train,val
20546.png,Bonafide,0,20546,False,none,3,False,bona_train,train
20550.png,Bonafide,0,20550,False,none,1,False,bona_train,val
20558.png,Bonafide,0,20558,False,none,2,False,bona_train,train
20596.png,Bonafide,0,20596,False,none,2,False,bona_train,train
20613.png,Bonafide,0,20613,False,none,4,True,bona_train,train
20632.png,Bonafide,0,20632,False,none,2,False,bona_train,train
20645.png,Bonafide,0,20645,False,none,2,False,bona_val,train
20652.png,Bonafide,0,20652,False,none,2,False,bona_train,train
20667.png,Bonafide,0,20667,False,none,4,True,bona_train,val
20672.png,Bonafide,0,20672,False,none,4,True,bona_train,train
20683.png,Bonafide,0,20683,False,none,1,False,bona_train,train
20710.png,Bonafide,0,20710,False,none,4,True,bona_train,train
20749.png,Bonafide,0,20749,False,none,2,False,bona_val,train
20818.png,Bonafide,0,20818,False,none,0,False,bona_val,train
20849.png,Bonafide,0,20849,False,none,2,False,bona_train,train
20860.png,Bonafide,0,20860,False,none,0,False,bona_train,train
20864.png,Bonafide,0,20864,False,none,4,True,bona_val,train
20877.png,Bonafide,0,20877,False,none,2,False,bona_train,train
20878.png,Bonafide,0,20878,False,none,0,False,bona_train,train
20891.png,Bonafide,0,20891,False,none,4,True,bona_val,val
20899.png,Bonafide,0,20899,False,none,1,False,bona_train,train
20901.png,Bonafide,0,20901,False,none,1,False,bona_val,val
20906.png,Bonafide,0,20906,False,none,1,False,bona_val,train
20910.png,Bonafide,0,20910,False,none,4,True,bona_val,val
20914.png,Bonafide,0,20914,False,none,4,True,bona_val,train
20915.png,Bonafide,0,20915,False,none,3,False,bona_train,train
20943.png,Bonafide,0,20943,False,none,1,False,bona_val,train
20979.png,Bonafide,0,20979,False,none,2,False,bona_train,train
20986.png,Bonafide,0,20986,False,none,0,False,bona_val,train
20987.png,Bonafide,0,20987,False,none,0,False,bona_val,train
20988.png,Bonafide,0,20988,False,none,4,True,bona_train,val
20999.png,Bonafide,0,20999,False,none,4,True,bona_train,train
21029.png,Bonafide,0,21029,False,none,1,False,bona_train,train
21031.png,Bonafide,0,21031,False,none,4,True,bona_val,val
21102.png,Bonafide,0,21102,False,none,2,False,bona_train,train
21127.png,Bonafide,0,21127,False,none,4,True,bona_train,train
21128.png,Bonafide,0,21128,False,none,1,False,bona_train,train
21131.png,Bonafide,0,21131,False,none,0,False,bona_val,val
21132.png,Bonafide,0,21132,False,none,2,False,bona_train,train
21152.png,Bonafide,0,21152,False,none,3,False,bona_train,val
21168.png,Bonafide,0,21168,False,none,2,False,bona_val,train
21180.png,Bonafide,0,21180,False,none,3,False,bona_train,train
21186.png,Bonafide,0,21186,False,none,1,False,bona_train,train
21242.png,Bonafide,0,21242,False,none,2,False,bona_train,train
21251.png,Bonafide,0,21251,False,none,4,True,bona_train,train
21271.png,Bonafide,0,21271,False,none,3,False,bona_val,val
21288.png,Bonafide,0,21288,False,none,2,False,bona_train,train
21294.png,Bonafide,0,21294,False,none,3,False,bona_train,train
21314.png,Bonafide,0,21314,False,none,4,True,bona_train,train
21319.png,Bonafide,0,21319,False,none,0,False,bona_train,val
21322.png,Bonafide,0,21322,False,none,3,False,bona_train,train
21326.png,Bonafide,0,21326,False,none,0,False,bona_train,train
21327.png,Bonafide,0,21327,False,none,0,False,bona_train,train
21339.png,Bonafide,0,21339,False,none,4,True,bona_train,train
21370.png,Bonafide,0,21370,False,none,1,False,bona_val,train
21396.png,Bonafide,0,21396,False,none,1,False,bona_train,train
21463.png,Bonafide,0,21463,False,none,2,False,bona_train,val
21475.png,Bonafide,0,21475,False,none,4,True,bona_train,train
21476.png,Bonafide,0,21476,False,none,3,False,bona_train,train
21485.png,Bonafide,0,21485,False,none,2,False,bona_train,train
21500.png,Bonafide,0,21500,False,none,2,False,bona_train,train
21507.png,Bonafide,0,21507,False,none,1,False,bona_train,train
21508.png,Bonafide,0,21508,False,none,3,False,bona_train,val
21526.png,Bonafide,0,21526,False,none,1,False,bona_train,val
21536.png,Bonafide,0,21536,False,none,1,False,bona_train,train
21545.png,Bonafide,0,21545,False,none,4,True,bona_train,train
21550.png,Bonafide,0,21550,False,none,0,False,bona_train,train
21580.png,Bonafide,0,21580,False,none,1,False,bona_train,train
21592.png,Bonafide,0,21592,False,none,4,True,bona_train,train
21598.png,Bonafide,0,21598,False,none,0,False,bona_train,val
21610.png,Bonafide,0,21610,False,none,2,False,bona_train,train
21637.png,Bonafide,0,21637,False,none,0,False,bona_train,train
21640.png,Bonafide,0,21640,False,none,3,False,bona_train,train
21645.png,Bonafide,0,21645,False,none,2,False,bona_train,train
21651.png,Bonafide,0,21651,False,none,1,False,bona_train,train
21662.png,Bonafide,0,21662,False,none,4,True,bona_train,train
21677.png,Bonafide,0,21677,False,none,4,True,bona_train,train
21678.png,Bonafide,0,21678,False,none,2,False,bona_train,train
21729.png,Bonafide,0,21729,False,none,1,False,bona_train,val
21739.png,Bonafide,0,21739,False,none,3,False,bona_train,train
21743.png,Bonafide,0,21743,False,none,0,False,bona_train,train
21779.png,Bonafide,0,21779,False,none,4,True,bona_train,train
21785.png,Bonafide,0,21785,False,none,4,True,bona_train,val
21790.png,Bonafide,0,21790,False,none,4,True,bona_train,train
21811.png,Bonafide,0,21811,False,none,4,True,bona_train,train
21812.png,Bonafide,0,21812,False,none,1,False,bona_train,train
21819.png,Bonafide,0,21819,False,none,4,True,bona_train,train
21832.png,Bonafide,0,21832,False,none,1,False,bona_train,val
21870.png,Bonafide,0,21870,False,none,4,True,bona_val,train
21885.png,Bonafide,0,21885,False,none,2,False,bona_train,val
21918.png,Bonafide,0,21918,False,none,1,False,bona_train,train
21919.png,Bonafide,0,21919,False,none,3,False,bona_train,val
21941.png,Bonafide,0,21941,False,none,4,True,bona_train,train
21955.png,Bonafide,0,21955,False,none,3,False,bona_train,val
21964.png,Bonafide,0,21964,False,none,1,False,bona_train,train
21975.png,Bonafide,0,21975,False,none,0,False,bona_train,train
21989.png,Bonafide,0,21989,False,none,1,False,bona_train,val
21993.png,Bonafide,0,21993,False,none,1,False,bona_val,train
22004.png,Bonafide,0,22004,False,none,3,False,bona_val,train
22025.png,Bonafide,0,22025,False,none,2,False,bona_train,train
22035.png,Bonafide,0,22035,False,none,2,False,bona_train,train
22049.png,Bonafide,0,22049,False,none,0,False,bona_train,val
22076.png,Bonafide,0,22076,False,none,4,True,bona_train,train
22077.png,Bonafide,0,22077,False,none,1,False,bona_val,train
22078.png,Bonafide,0,22078,False,none,4,True,bona_train,train
22098.png,Bonafide,0,22098,False,none,3,False,bona_train,train
22115.png,Bonafide,0,22115,False,none,2,False,bona_train,train
22120.png,Bonafide,0,22120,False,none,2,False,bona_train,train
22125.png,Bonafide,0,22125,False,none,4,True,bona_train,train
22134.png,Bonafide,0,22134,False,none,1,False,bona_train,train
22135.png,Bonafide,0,22135,False,none,2,False,bona_train,val
22152.png,Bonafide,0,22152,False,none,1,False,bona_train,train
22191.png,Bonafide,0,22191,False,none,0,False,bona_train,train
22203.png,Bonafide,0,22203,False,none,3,False,bona_train,val
22231.png,Bonafide,0,22231,False,none,3,False,bona_train,train
22238.png,Bonafide,0,22238,False,none,0,False,bona_train,train
22266.png,Bonafide,0,22266,False,none,0,False,bona_train,train
22289.png,Bonafide,0,22289,False,none,3,False,bona_val,train
22307.png,Bonafide,0,22307,False,none,4,True,bona_train,train
22322.png,Bonafide,0,22322,False,none,4,True,bona_train,train
22336.png,Bonafide,0,22336,False,none,3,False,bona_val,train
22340.png,Bonafide,0,22340,False,none,1,False,bona_train,train
22385.png,Bonafide,0,22385,False,none,0,False,bona_val,train
22386.png,Bonafide,0,22386,False,none,3,False,bona_train,train
22395.png,Bonafide,0,22395,False,none,2,False,bona_train,train
22437.png,Bonafide,0,22437,False,none,3,False,bona_train,val
22448.png,Bonafide,0,22448,False,none,4,True,bona_train,train
22453.png,Bonafide,0,22453,False,none,1,False,bona_train,train
22466.png,Bonafide,0,22466,False,none,4,True,bona_train,val
22485.png,Bonafide,0,22485,False,none,4,True,bona_val,train
22510.png,Bonafide,0,22510,False,none,4,True,bona_train,train
22520.png,Bonafide,0,22520,False,none,3,False,bona_train,train
22523.png,Bonafide,0,22523,False,none,1,False,bona_val,train
22542.png,Bonafide,0,22542,False,none,1,False,bona_train,train
22544.png,Bonafide,0,22544,False,none,3,False,bona_val,train
22569.png,Bonafide,0,22569,False,none,3,False,bona_train,train
22573.png,Bonafide,0,22573,False,none,1,False,bona_train,train
22581.png,Bonafide,0,22581,False,none,1,False,bona_train,train
22583.png,Bonafide,0,22583,False,none,2,False,bona_train,train
22597.png,Bonafide,0,22597,False,none,2,False,bona_train,train
22600.png,Bonafide,0,22600,False,none,4,True,bona_train,val
22621.png,Bonafide,0,22621,False,none,4,True,bona_train,train
22622.png,Bonafide,0,22622,False,none,0,False,bona_train,train
22628.png,Bonafide,0,22628,False,none,4,True,bona_val,train
22645.png,Bonafide,0,22645,False,none,3,False,bona_train,train
22665.png,Bonafide,0,22665,False,none,2,False,bona_val,train
22693.png,Bonafide,0,22693,False,none,0,False,bona_train,train
22702.png,Bonafide,0,22702,False,none,4,True,bona_train,train
22766.png,Bonafide,0,22766,False,none,0,False,bona_train,train
22773.png,Bonafide,0,22773,False,none,1,False,bona_train,train
22776.png,Bonafide,0,22776,False,none,1,False,bona_train,train
22800.png,Bonafide,0,22800,False,none,3,False,bona_train,val
22835.png,Bonafide,0,22835,False,none,4,True,bona_train,val
22836.png,Bonafide,0,22836,False,none,3,False,bona_train,train
22862.png,Bonafide,0,22862,False,none,0,False,bona_train,train
22865.png,Bonafide,0,22865,False,none,3,False,bona_train,train
22882.png,Bonafide,0,22882,False,none,1,False,bona_train,train
22883.png,Bonafide,0,22883,False,none,2,False,bona_val,val
22908.png,Bonafide,0,22908,False,none,2,False,bona_train,train
22927.png,Bonafide,0,22927,False,none,3,False,bona_train,train
22952.png,Bonafide,0,22952,False,none,1,False,bona_train,train
22968.png,Bonafide,0,22968,False,none,2,False,bona_val,train
23023.png,Bonafide,0,23023,False,none,0,False,bona_train,train
23024.png,Bonafide,0,23024,False,none,3,False,bona_train,train
23048.png,Bonafide,0,23048,False,none,0,False,bona_train,train
23050.png,Bonafide,0,23050,False,none,1,False,bona_train,train
23063.png,Bonafide,0,23063,False,none,2,False,bona_train,val
23146.png,Bonafide,0,23146,False,none,4,True,bona_train,train
23154.png,Bonafide,0,23154,False,none,3,False,bona_val,train
23182.png,Bonafide,0,23182,False,none,3,False,bona_train,val
23210.png,Bonafide,0,23210,False,none,4,True,bona_val,train
23231.png,Bonafide,0,23231,False,none,3,False,bona_train,val
23238.png,Bonafide,0,23238,False,none,2,False,bona_train,train
23253.png,Bonafide,0,23253,False,none,2,False,bona_train,train
23296.png,Bonafide,0,23296,False,none,0,False,bona_train,train
23300.png,Bonafide,0,23300,False,none,1,False,bona_train,train
23303.png,Bonafide,0,23303,False,none,1,False,bona_train,train
23311.png,Bonafide,0,23311,False,none,4,True,bona_train,val
23322.png,Bonafide,0,23322,False,none,3,False,bona_train,train
23349.png,Bonafide,0,23349,False,none,1,False,bona_val,train
23365.png,Bonafide,0,23365,False,none,3,False,bona_train,val
23368.png,Bonafide,0,23368,False,none,1,False,bona_train,train
23376.png,Bonafide,0,23376,False,none,4,True,bona_train,train
23380.png,Bonafide,0,23380,False,none,2,False,bona_train,train
23402.png,Bonafide,0,23402,False,none,0,False,bona_train,val
23407.png,Bonafide,0,23407,False,none,2,False,bona_train,train
23447.png,Bonafide,0,23447,False,none,2,False,bona_train,train
23461.png,Bonafide,0,23461,False,none,1,False,bona_train,train
23480.png,Bonafide,0,23480,False,none,3,False,bona_train,train
23487.png,Bonafide,0,23487,False,none,4,True,bona_val,train
23488.png,Bonafide,0,23488,False,none,4,True,bona_train,train
23552.png,Bonafide,0,23552,False,none,1,False,bona_train,val
23570.png,Bonafide,0,23570,False,none,0,False,bona_train,train
23581.png,Bonafide,0,23581,False,none,3,False,bona_train,train
23585.png,Bonafide,0,23585,False,none,0,False,bona_train,train
23605.png,Bonafide,0,23605,False,none,3,False,bona_train,train
23606.png,Bonafide,0,23606,False,none,0,False,bona_train,train
23612.png,Bonafide,0,23612,False,none,3,False,bona_train,train
23614.png,Bonafide,0,23614,False,none,4,True,bona_train,train
23636.png,Bonafide,0,23636,False,none,4,True,bona_train,train
23655.png,Bonafide,0,23655,False,none,1,False,bona_train,val
23687.png,Bonafide,0,23687,False,none,3,False,bona_train,train
23691.png,Bonafide,0,23691,False,none,1,False,bona_val,val
23718.png,Bonafide,0,23718,False,none,3,False,bona_train,train
23719.png,Bonafide,0,23719,False,none,1,False,bona_train,val
23744.png,Bonafide,0,23744,False,none,2,False,bona_train,val
23748.png,Bonafide,0,23748,False,none,0,False,bona_train,train
23756.png,Bonafide,0,23756,False,none,3,False,bona_train,val
23773.png,Bonafide,0,23773,False,none,1,False,bona_train,train
23791.png,Bonafide,0,23791,False,none,0,False,bona_val,train
23819.png,Bonafide,0,23819,False,none,3,False,bona_train,train
23823.png,Bonafide,0,23823,False,none,3,False,bona_train,train
23835.png,Bonafide,0,23835,False,none,0,False,bona_train,train
23896.png,Bonafide,0,23896,False,none,3,False,bona_train,train
23904.png,Bonafide,0,23904,False,none,0,False,bona_train,train
23905.png,Bonafide,0,23905,False,none,0,False,bona_train,train
23917.png,Bonafide,0,23917,False,none,2,False,bona_train,train
23919.png,Bonafide,0,23919,False,none,2,False,bona_train,train
23955.png,Bonafide,0,23955,False,none,4,True,bona_train,train
23993.png,Bonafide,0,23993,False,none,0,False,bona_val,train
24014.png,Bonafide,0,24014,False,none,2,False,bona_train,val
24018.png,Bonafide,0,24018,False,none,1,False,bona_train,train
24038.png,Bonafide,0,24038,False,none,4,True,bona_train,val
24044.png,Bonafide,0,24044,False,none,0,False,bona_train,train
24054.png,Bonafide,0,24054,False,none,2,False,bona_train,train
24059.png,Bonafide,0,24059,False,none,1,False,bona_train,val
24067.png,Bonafide,0,24067,False,none,3,False,bona_train,val
24098.png,Bonafide,0,24098,False,none,0,False,bona_train,train
24104.png,Bonafide,0,24104,False,none,0,False,bona_train,train
24107.png,Bonafide,0,24107,False,none,0,False,bona_train,train
24138.png,Bonafide,0,24138,False,none,1,False,bona_train,train
24156.png,Bonafide,0,24156,False,none,0,False,bona_train,train
24176.png,Bonafide,0,24176,False,none,2,False,bona_train,val
24182.png,Bonafide,0,24182,False,none,0,False,bona_train,val
24219.png,Bonafide,0,24219,False,none,3,False,bona_train,train
24221.png,Bonafide,0,24221,False,none,2,False,bona_train,train
24224.png,Bonafide,0,24224,False,none,3,False,bona_train,train
24265.png,Bonafide,0,24265,False,none,1,False,bona_train,train
24270.png,Bonafide,0,24270,False,none,1,False,bona_train,train
24285.png,Bonafide,0,24285,False,none,2,False,bona_val,val
24301.png,Bonafide,0,24301,False,none,2,False,bona_val,val
24316.png,Bonafide,0,24316,False,none,4,True,bona_train,val
24323.png,Bonafide,0,24323,False,none,1,False,bona_train,val
24328.png,Bonafide,0,24328,False,none,4,True,bona_train,val
24338.png,Bonafide,0,24338,False,none,1,False,bona_train,val
24371.png,Bonafide,0,24371,False,none,0,False,bona_train,train
24387.png,Bonafide,0,24387,False,none,1,False,bona_train,val
24400.png,Bonafide,0,24400,False,none,1,False,bona_val,train
24436.png,Bonafide,0,24436,False,none,2,False,bona_val,train
24454.png,Bonafide,0,24454,False,none,2,False,bona_train,train
24462.png,Bonafide,0,24462,False,none,3,False,bona_val,train
24467.png,Bonafide,0,24467,False,none,0,False,bona_train,val
24478.png,Bonafide,0,24478,False,none,0,False,bona_val,train
24492.png,Bonafide,0,24492,False,none,4,True,bona_val,val
24539.png,Bonafide,0,24539,False,none,1,False,bona_train,train
24546.png,Bonafide,0,24546,False,none,4,True,bona_train,train
24569.png,Bonafide,0,24569,False,none,2,False,bona_train,train
24576.png,Bonafide,0,24576,False,none,2,False,bona_val,train
24593.png,Bonafide,0,24593,False,none,0,False,bona_train,train
24614.png,Bonafide,0,24614,False,none,2,False,bona_val,train
24647.png,Bonafide,0,24647,False,none,3,False,bona_train,train
24654.png,Bonafide,0,24654,False,none,2,False,bona_val,train
24658.png,Bonafide,0,24658,False,none,0,False,bona_val,train
24659.png,Bonafide,0,24659,False,none,0,False,bona_train,val
24664.png,Bonafide,0,24664,False,none,4,True,bona_train,train
24668.png,Bonafide,0,24668,False,none,0,False,bona_train,train
24671.png,Bonafide,0,24671,False,none,3,False,bona_train,train
24684.png,Bonafide,0,24684,False,none,1,False,bona_train,train
24711.png,Bonafide,0,24711,False,none,4,True,bona_train,train
24737.png,Bonafide,0,24737,False,none,1,False,bona_train,train
24745.png,Bonafide,0,24745,False,none,1,False,bona_train,train
24781.png,Bonafide,0,24781,False,none,4,True,bona_train,train
24802.png,Bonafide,0,24802,False,none,0,False,bona_train,train
24821.png,Bonafide,0,24821,False,none,2,False,bona_val,val
24823.png,Bonafide,0,24823,False,none,4,True,bona_train,train
24838.png,Bonafide,0,24838,False,none,2,False,bona_train,train
24869.png,Bonafide,0,24869,False,none,4,True,bona_train,train
24874.png,Bonafide,0,24874,False,none,3,False,bona_train,train
24881.png,Bonafide,0,24881,False,none,1,False,bona_train,train
24889.png,Bonafide,0,24889,False,none,4,True,bona_train,val
24891.png,Bonafide,0,24891,False,none,1,False,bona_train,train
24902.png,Bonafide,0,24902,False,none,0,False,bona_val,train
24932.png,Bonafide,0,24932,False,none,3,False,bona_train,val
24940.png,Bonafide,0,24940,False,none,3,False,bona_train,train
24963.png,Bonafide,0,24963,False,none,2,False,bona_train,train
24966.png,Bonafide,0,24966,False,none,4,True,bona_train,val
25000.png,Bonafide,0,25000,False,none,0,False,bona_train,train
25040.png,Bonafide,0,25040,False,none,4,True,bona_train,train
25048.png,Bonafide,0,25048,False,none,4,True,bona_train,train
25049.png,Bonafide,0,25049,False,none,4,True,bona_train,val
25062.png,Bonafide,0,25062,False,none,2,False,bona_train,val
25064.png,Bonafide,0,25064,False,none,1,False,bona_train,val
25084.png,Bonafide,0,25084,False,none,4,True,bona_train,train
25119.png,Bonafide,0,25119,False,none,0,False,bona_train,val
25124.png,Bonafide,0,25124,False,none,3,False,bona_train,val
25127.png,Bonafide,0,25127,False,none,2,False,bona_train,train
25128.png,Bonafide,0,25128,False,none,3,False,bona_train,val
25133.png,Bonafide,0,25133,False,none,2,False,bona_train,val
25148.png,Bonafide,0,25148,False,none,0,False,bona_train,train
25162.png,Bonafide,0,25162,False,none,1,False,bona_train,train
25164.png,Bonafide,0,25164,False,none,2,False,bona_train,train
25170.png,Bonafide,0,25170,False,none,0,False,bona_train,val
25184.png,Bonafide,0,25184,False,none,4,True,bona_train,train
25225.png,Bonafide,0,25225,False,none,0,False,bona_train,train
25258.png,Bonafide,0,25258,False,none,4,True,bona_train,train
25296.png,Bonafide,0,25296,False,none,1,False,bona_train,train
25301.png,Bonafide,0,25301,False,none,2,False,bona_train,train
25312.png,Bonafide,0,25312,False,none,3,False,bona_train,val
25320.png,Bonafide,0,25320,False,none,0,False,bona_train,val
25331.png,Bonafide,0,25331,False,none,4,True,bona_train,val
25343.png,Bonafide,0,25343,False,none,4,True,bona_train,train
25372.png,Bonafide,0,25372,False,none,1,False,bona_train,train
25377.png,Bonafide,0,25377,False,none,3,False,bona_val,train
25396.png,Bonafide,0,25396,False,none,4,True,bona_train,val
25409.png,Bonafide,0,25409,False,none,1,False,bona_train,val
25436.png,Bonafide,0,25436,False,none,4,True,bona_train,train
25438.png,Bonafide,0,25438,False,none,4,True,bona_train,train
25449.png,Bonafide,0,25449,False,none,1,False,bona_train,train
25462.png,Bonafide,0,25462,False,none,2,False,bona_val,train
25467.png,Bonafide,0,25467,False,none,1,False,bona_train,train
25493.png,Bonafide,0,25493,False,none,0,False,bona_train,train
25512.png,Bonafide,0,25512,False,none,4,True,bona_train,train
25527.png,Bonafide,0,25527,False,none,0,False,bona_train,val
25566.png,Bonafide,0,25566,False,none,1,False,bona_train,val
25574.png,Bonafide,0,25574,False,none,0,False,bona_train,train
25583.png,Bonafide,0,25583,False,none,0,False,bona_train,train
25606.png,Bonafide,0,25606,False,none,0,False,bona_train,val
25607.png,Bonafide,0,25607,False,none,1,False,bona_train,train
25628.png,Bonafide,0,25628,False,none,2,False,bona_train,train
25631.png,Bonafide,0,25631,False,none,0,False,bona_train,train
25640.png,Bonafide,0,25640,False,none,0,False,bona_train,train
25642.png,Bonafide,0,25642,False,none,0,False,bona_val,train
25648.png,Bonafide,0,25648,False,none,4,True,bona_train,train
25684.png,Bonafide,0,25684,False,none,3,False,bona_train,train
25699.png,Bonafide,0,25699,False,none,1,False,bona_val,train
25710.png,Bonafide,0,25710,False,none,2,False,bona_val,train
25717.png,Bonafide,0,25717,False,none,2,False,bona_train,train
25746.png,Bonafide,0,25746,False,none,4,True,bona_train,train
25750.png,Bonafide,0,25750,False,none,4,True,bona_train,train
25784.png,Bonafide,0,25784,False,none,3,False,bona_train,train
25786.png,Bonafide,0,25786,False,none,3,False,bona_train,val
25800.png,Bonafide,0,25800,False,none,1,False,bona_train,train
25829.png,Bonafide,0,25829,False,none,1,False,bona_train,train
25837.png,Bonafide,0,25837,False,none,3,False,bona_train,train
25863.png,Bonafide,0,25863,False,none,0,False,bona_val,train
25866.png,Bonafide,0,25866,False,none,3,False,bona_train,train
25892.png,Bonafide,0,25892,False,none,1,False,bona_train,train
25956.png,Bonafide,0,25956,False,none,1,False,bona_train,val
25963.png,Bonafide,0,25963,False,none,4,True,bona_train,train
25981.png,Bonafide,0,25981,False,none,1,False,bona_train,train
25991.png,Bonafide,0,25991,False,none,1,False,bona_train,train
26013.png,Bonafide,0,26013,False,none,1,False,bona_train,train
26036.png,Bonafide,0,26036,False,none,3,False,bona_train,train
26041.png,Bonafide,0,26041,False,none,4,True,bona_train,val
26055.png,Bonafide,0,26055,False,none,2,False,bona_train,train
26062.png,Bonafide,0,26062,False,none,3,False,bona_train,train
26077.png,Bonafide,0,26077,False,none,3,False,bona_train,train
26117.png,Bonafide,0,26117,False,none,2,False,bona_val,train
26139.png,Bonafide,0,26139,False,none,3,False,bona_train,train
26142.png,Bonafide,0,26142,False,none,3,False,bona_train,train
26151.png,Bonafide,0,26151,False,none,4,True,bona_train,val
26154.png,Bonafide,0,26154,False,none,1,False,bona_train,train
26180.png,Bonafide,0,26180,False,none,1,False,bona_train,train
26186.png,Bonafide,0,26186,False,none,3,False,bona_val,train
26224.png,Bonafide,0,26224,False,none,2,False,bona_train,train
26235.png,Bonafide,0,26235,False,none,2,False,bona_val,train
26259.png,Bonafide,0,26259,False,none,1,False,bona_train,train
26313.png,Bonafide,0,26313,False,none,1,False,bona_train,train
26314.png,Bonafide,0,26314,False,none,0,False,bona_train,train
26316.png,Bonafide,0,26316,False,none,1,False,bona_val,train
26317.png,Bonafide,0,26317,False,none,4,True,bona_val,train
26321.png,Bonafide,0,26321,False,none,3,False,bona_train,val
26333.png,Bonafide,0,26333,False,none,0,False,bona_val,train
26341.png,Bonafide,0,26341,False,none,0,False,bona_val,val
26345.png,Bonafide,0,26345,False,none,0,False,bona_train,train
26348.png,Bonafide,0,26348,False,none,0,False,bona_train,train
26370.png,Bonafide,0,26370,False,none,1,False,bona_train,val
26374.png,Bonafide,0,26374,False,none,0,False,bona_train,train
26400.png,Bonafide,0,26400,False,none,2,False,bona_train,val
